Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,arabiensis_AvailableHabitat,funestus_AvailableHabitat,gambiae_AvailableHabitat,arabiensis_EggCrowdingCorrection,funestus_EggCrowdingCorrection,gambiae_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived
0,26,0,913,0,0,913,882,0,0,65400,32700,0,0,0,0,0,0,87,0,0,55028.4,2985,6114.27,1,1,1,0,0,0
0,25,1,89,0,0,89,88,0,0,6600,3300,29,0,1,0,0,0,11,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,24,10,88,0,0,88,90,0,0,5800,2900,24,0,5,0,0,0,12,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,23,15,173,0,0,173,177,0,0,12600,6300,53,0,8,0,0,0,27,0,0,13757.1,746.25,1528.57,1,1,1,0,0,0
0,22,0,358,0,0,358,358,0,0,24400,12200,0,0,0,0,0,0,42,0,0,27514.2,1492.5,3057.13,1,1,1,0,0,0
0,21,0,364,0,0,364,347,0,0,24400,12200,0,0,0,0,0,0,36,0,0,27514.2,1492.5,3057.13,1,1,1,0,0,0
0,20,10,85,0,0,85,90,0,0,5800,2900,22,0,6,0,0,0,15,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,19,10,92,0,0,92,93,0,0,6400,3200,28,0,3,0,0,0,8,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,18,10,97,0,0,97,90,0,0,5800,2900,23,0,6,0,0,0,3,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,17,5,187,0,0,187,174,0,0,11600,5800,46,0,10,0,0,0,13,0,0,13757.1,746.25,1528.57,1,1,1,0,0,0
0,16,0,362,0,0,362,366,0,0,23600,11800,0,0,0,0,0,0,38,0,0,27514.2,1492.5,3057.13,1,1,1,0,0,0
0,15,5,86,0,0,86,88,0,0,6000,3000,27,0,3,0,0,0,14,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,14,0,89,0,0,89,88,0,0,5600,2800,0,0,0,0,0,0,11,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,13,10,89,0,0,89,88,0,0,6800,3400,28,0,4,0,0,0,11,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,12,15,88,0,0,88,93,0,0,6600,3300,29,0,3,0,0,0,12,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,11,10,172,0,0,172,172,0,0,12000,6000,47,0,9,0,0,0,28,0,0,13757.1,746.25,1528.57,1,1,1,0,0,0
0,10,10,46,0,0,46,48,0,0,2800,1400,12,0,1,0,0,0,4,0,0,1375.71,74.625,152.857,1,1,1,0,0,0
0,9,10,89,0,0,89,84,0,0,4800,2400,20,0,2,0,0,0,11,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,8,10,91,0,0,91,90,0,0,6000,3000,24,0,5,0,0,0,9,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,7,0,88,0,0,88,90,0,0,7000,3500,0,0,0,0,0,0,12,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,6,10,93,0,0,93,90,0,0,6800,3400,27,0,5,0,0,0,7,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,5,15,46,0,0,46,44,0,0,3000,1500,13,0,1,0,0,0,4,0,0,1375.71,74.625,152.857,1,1,1,0,0,0
0,4,5,47,0,0,47,44,0,0,3200,1600,12,0,4,0,0,0,3,0,0,1375.71,74.625,152.857,1,1,1,0,0,0
0,3,1,91,0,0,91,89,0,0,7000,3500,27,0,6,0,0,0,9,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,2,10,94,0,0,94,86,0,0,7600,3800,31,0,7,0,0,0,6,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,1,5,91,0,0,91,94,0,0,5000,2500,20,0,3,0,0,0,9,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
1,26,0,813,0,0,813,804,0,30717,50600,25300,0,0,0,0,0,0,100,0,0,59163.2,1377.15,2934.69,1,0.160484,0.24263,0,0,0
1,25,1,81,0,0,81,77,0,2227,5600,2800,23,0,4,0,0,0,8,0,0,2238.16,92.7575,151.685,1,0.074625,0.109183,0,0,0
1,24,9,82,0,0,82,76,0,2684,6000,3000,23,0,4,0,0,0,6,0,0,1838.16,55.7575,131.685,1,0.106607,0.138961,0,0,0
1,23,15,155,0,0,155,160,0,5427,9600,4800,40,0,6,0,0,0,18,0,0,16990.8,387.787,742.423,1,0.287019,0.224789,0,0,0
1,22,0,306,0,0,306,325,0,11525,22400,11200,0,0,0,0,0,0,52,0,0,33381.6,783.575,1405.85,1,0.201689,0.305713,0,0,0
1,21,0,311,0,0,311,319,0,12369,23600,11800,0,0,0,0,0,0,53,0,0,32581.6,682.575,1462.85,1,0.213214,0.318451,0,0,0
1,20,9,80,0,0,80,80,0,2229,5400,2700,25,0,1,0,0,0,5,0,0,2238.16,55.7575,186.685,1,0.0829167,0.138961,0,0,0
1,19,12,79,0,0,79,83,0,2274,5200,2600,20,0,4,0,0,0,13,0,0,2238.16,75.7575,121.685,1,0.0621875,0.138961,0,0,0
1,18,8,91,0,0,91,79,0,3061,5800,2900,24,0,3,0,0,0,6,0,0,1438.16,76.7575,133.685,1,0.14925,0.138961,0,0,0
1,17,5,165,0,0,165,156,0,5675,11400,5700,53,0,4,0,0,0,22,0,0,16790.8,358.787,723.423,1,0.219485,0.318451,0,0,0
1,16,0,320,0,0,320,326,0,11798,22400,11200,0,0,0,0,0,0,42,0,0,32981.6,772.575,1543.85,1,0.233203,0.311952,0,0,0
1,15,4,78,0,0,78,81,0,2063,5200,2600,19,0,5,0,0,0,8,0,0,2438.16,70.7575,137.685,1,0.0574038,0.169841,0,0,0
1,14,0,79,0,0,79,80,0,2456,5600,2800,0,0,0,0,0,0,10,0,0,2038.16,75.7575,139.685,1,0.0829167,0.169841,0,0,0
1,13,11,79,0,0,79,81,0,2656,5800,2900,22,0,4,0,0,0,10,0,0,1838.16,82.7575,132.685,1,0.0932812,0.101904,0,0,0
1,12,16,67,0,0,67,86,0,1873,4600,2300,18,0,4,0,0,0,21,0,0,2638.16,61.7575,136.685,1,0.0574038,0.117582,0,0,0
1,11,10,153,0,0,153,154,0,6282,9800,4900,39,0,9,0,0,0,19,0,0,16190.8,368.787,706.423,1,0.219485,0.332297,0,0,0
1,10,10,42,0,0,42,45,0,1029,2600,1300,13,0,0,0,0,0,4,0,0,1219.08,24.3788,82.3424,1,0.186562,0.0955354,0,0,0
1,9,11,78,0,0,78,73,0,1242,4800,2400,18,0,5,0,0,0,11,0,0,3238.16,88.7575,140.685,1,0.0678409,0.169841,0,0,0
1,8,11,82,0,0,82,81,0,2862,4800,2400,20,0,3,0,0,0,9,0,0,1638.16,62.7575,146.685,1,0.0829167,0.169841,0,0,0
1,7,0,78,0,0,78,94,0,2462,5800,2900,0,0,0,0,0,0,10,0,0,2038.16,67.7575,141.685,1,0.0574038,0.127381,0,0,0
1,6,10,89,0,0,89,88,0,2450,7200,3600,27,0,6,0,0,0,8,0,0,2038.16,58.7575,162.685,1,0.074625,0.109183,0,0,0
1,5,14,43,0,0,43,38,0,1020,2800,1400,12,0,1,0,0,0,3,0,0,1219.08,31.3788,84.3424,1,0.0466406,0.254761,0,0,0
1,4,5,42,0,0,42,39,0,1638,2400,1200,10,0,1,0,0,0,5,0,0,640.081,19.3788,57.3424,0.98265,0.0932812,0.152857,0,0,0
1,3,1,84,0,0,84,76,0,3039,5600,2800,22,0,3,0,0,0,7,0,0,1438.16,86.7575,145.685,1,0.074625,0.127381,0,0,0
1,2,10,94,0,0,94,83,0,3213,6200,3100,27,0,4,0,0,0,5,0,0,1261.16,99.7575,135.685,0.91714,0.0621875,0.138961,0,0,0
1,1,5,67,0,0,67,68,0,2046,3800,1900,16,0,2,0,0,0,15,0,0,2438.16,67.7575,157.685,1,0.124375,0.138961,0,0,0
2,26,0,728,0,0,728,718,0,46224,49400,24700,0,0,0,0,0,0,85,0,0,71590.3,1840.6,3344.92,1,0.090602,0.138429,0,0,0
2,25,1,74,0,0,74,67,0,3876,4600,2300,20,0,2,0,0,0,7,0,0,2041.02,79.5299,153.446,1,0.0662554,0.0583403,0,0,0
2,24,10,78,0,0,78,65,0,4439,4200,2100,18,0,3,0,0,0,4,0,0,1477.02,90.5299,143.446,1,0.0253443,0.0658424,0,0,0
2,23,14,139,0,0,139,147,0,9442,9000,4500,35,0,5,0,0,0,16,0,0,20052.1,419.65,836.231,1,0.114055,0.265151,0,0,0
2,22,0,281,0,0,281,282,0,17867,16200,8100,0,0,0,0,0,0,25,0,0,40972.2,922.299,1738.46,1,0.100458,0.152809,0,0,0
2,21,0,277,0,0,277,286,0,20594,16800,8400,0,0,0,0,0,0,34,0,0,38388.2,914.299,1603.46,1,0.0875096,0.170098,0,0,0
2,20,9,76,0,0,76,71,0,2893,5000,2500,20,0,5,0,0,0,4,0,0,3042.02,85.5299,129.446,1,0.0309764,0.0622282,0,0,0
2,19,11,75,0,0,75,75,0,4233,4600,2300,22,0,1,0,0,0,4,0,0,1655.02,86.5299,175.446,1,0.0541125,0.0676026,0,0,0
2,18,10,73,0,0,73,69,0,3799,5400,2700,23,0,4,0,0,0,18,0,0,2104.02,73.5299,173.446,1,0.0348898,0.0477445,0,0,0
2,17,5,150,0,0,150,130,0,9809,9400,4700,37,0,8,0,0,0,15,0,0,19664.1,439.65,837.231,1,0.105526,0.164414,0,0,0
2,16,0,281,0,0,281,284,0,18963,18000,9000,0,0,0,0,0,0,39,0,0,40031.2,850.299,1655.46,1,0.113614,0.160817,0,0,0
2,15,5,64,0,0,64,67,0,3698,3000,1500,11,0,3,0,0,0,14,0,0,2219.02,92.5299,140.446,1,0.0393097,0.0764915,0,0,0
2,14,0,68,0,0,68,69,0,3610,4200,2100,0,0,0,0,0,0,11,0,0,2277.02,106.53,156.446,1,0.0541125,0.0465616,0,0,0
