Time, NodeID, Population, VectorPopulation, AdultCount, InfectedCount, InfectiousCount, MaleCount, NewEggsCount, IndoorBitesCount, OutdoorBitesCount, NewAdults, DiedBeforeFeeding, DiedDuringFeedingIndoor, DiedDuringFeedingOutdoor, MigrationFromCountLocal, MigrationFromCountRegional, arabiensis_AvailableHabitat, funestus_AvailableHabitat, gambiae_AvailableHabitat, arabiensis_EggCrowdingCorrection, funestus_EggCrowdingCorrection, gambiae_EggCrowdingCorrection
0,26,0,905,905,0,0,893,34300,0,0,0,95,0,0,0,0,2007.44,109.592,223.049,1,1,1
0,25,1,89,89,0,0,86,3100,26,1,0,7,4,0,9,0,967.231,53.3191,107.47,1,1,1
0,24,10,89,89,0,0,93,3200,2,0,0,4,6,1,17,0,680.194,36.2932,75.5771,1,1,1
0,23,15,175,175,0,0,175,6400,2,0,0,20,4,1,37,0,916.031,49.4309,101.781,1,1,1
0,22,0,367,367,0,0,352,11600,0,0,0,33,0,0,61,0,2699.74,145.484,299.971,1,1,1
0,21,0,366,366,0,0,353,13000,0,0,0,34,0,0,42,0,2769.43,148.891,307.714,1,1,1
0,20,10,82,82,0,0,97,3600,1,0,0,12,4,2,21,0,1555.56,83.8391,172.84,1,1,1
0,19,10,95,95,0,0,89,2800,0,0,0,5,0,0,34,0,2025.77,109.934,225.085,1,1,1
0,18,10,85,85,0,0,93,3300,2,0,0,13,2,0,22,0,632.26,34.6674,70.2511,1,1,1
0,17,5,180,180,0,0,172,6500,10,1,0,13,4,3,54,0,1476.09,79.2752,164.01,1,1,1
0,16,0,356,356,0,0,353,13200,0,0,0,44,0,0,59,0,1148.49,61.322,127.609,1,1,1
0,15,5,80,80,0,0,88,4000,3,1,0,18,1,1,20,0,816.362,44.7271,90.7069,1,1,1
0,14,0,89,89,0,0,88,3100,0,0,0,11,0,0,25,0,3245.66,173.628,360.629,1,1,1
0,13,10,91,91,0,0,92,3600,1,0,0,7,2,0,24,0,2676.35,147.803,297.372,1,1,1
0,12,15,89,89,0,0,93,3900,0,0,0,8,3,0,23,0,281.812,15.1694,31.3125,1,1,1
0,11,10,157,157,0,0,188,6900,4,0,0,37,4,2,21,0,150.195,8.23184,16.6883,1,1,1
0,10,10,39,39,0,0,46,1700,0,0,0,10,0,1,8,0,110.82,5.93417,12.3133,1,1,1
0,9,10,89,89,0,0,89,3200,1,0,0,9,2,0,29,0,2940.85,160.944,326.762,1,1,1
0,8,10,93,93,0,0,90,3100,0,0,0,6,1,0,26,0,2169.09,116.233,241.01,1,1,1
0,7,0,89,89,0,0,90,3300,0,0,0,11,0,0,30,0,949.973,50.6705,105.553,1,1,1
0,6,10,84,84,0,0,95,3100,1,0,0,15,0,1,17,0,986.607,53.7162,109.623,1,1,1
0,5,15,45,45,0,0,46,2300,0,0,0,3,1,1,2,0,1499.97,81.3752,166.663,1,1,1
0,4,5,43,43,0,0,45,1400,0,0,0,6,1,0,11,0,2661.22,142.869,295.691,1,1,1
0,3,1,75,75,0,0,88,3100,17,7,0,20,3,2,16,0,995.063,54.2538,110.563,1,1,1
